term,frequency,present
summit,3,1
sun,6,1
sundaram,1,1
sundial,1,1
sunflow,1,1
sunlight,7,1
sunris,1,1
sunshin,1,1
super,1,1
superpow,1,1
suppli,28,1
supplier,2,1
support,9,1
suppos,0,0
sure,0,0
surfac,7,1
surg,3,1
suri,1,1
surpass,2,1
surplus,1,1
surround,0,0
survey,5,1
surviv,1,1
susskind,1,1
sustain,63,1
susten,0,0
suzlon,1,1
suzuki,2,1
sven,1,1
swanson,2,1
swartz,1,1
sweden,5,1
sweet,2,1
swell,1,1
swiss,1,1
switch,1,1
switchgrass,1,1
switzerland,2,1
sydney,0,0
symmetri,1,1
synonym,1,1
syrian,0,0
system,58,1
systemat,2,1
syväjärvi,1,1
sámi,1,1
são,0,0
séférian,1,1
sönke,1,1
sören,1,1
tabibian,1,1
tabl,0,0
tackl,1,1
tactic,1,1
tai,1,1
taikan,1,1
taiwan,2,1
tajikistan,0,0
take,0,0
taken,0,0
takeov,0,0
talatan,1,1
talbot,1,1
talgat,1,1
talk,0,0
tallow,1,1
tam,1,1
tan,1,1
tang,1,1
tank,4,1
tao,1,1
tap,0,0
target,9,1
tariff,3,1
taryn,1,1
tata,1,1
tate,1,1
tatiana,1,1
tax,0,0
taylor,2,1
teacher,1,1
team,2,1
tech,2,1
technic,17,1
techniqu,2,1
technoeconom,2,1
technolog,91,1
technologynetworkscom,1,1
techxplorecom,1,1
tecton,1,1
teeth,0,0
tell,0,0
temperatur,6,1
templat,1,1
ten,1,1
tend,1,1
tension,0,0
terawatt,2,1
terawatthour,1,1
teresa,1,1
term,4,1
terrawatthour,1,1
terrestri,1,1
terri,2,1
territori,3,1
tesk,1,1
texa,0,0
texana,0,0
text,3,1
textbook,2,1
thailand,2,1
thame,1,1
thank,1,1
thano,1,1
that,0,0
theme,0,0
theoret,2,1
theori,6,1
theoriz,1,1
there,1,1
therebi,2,1
therefor,1,1
therel,0,0
thereof,1,1
thermal,33,1
thermodynam,10,1
thermoelectr,2,1
thermoradi,1,1
theyd,0,0
theyll,0,0
theyr,0,0
thian,1,1
thij,1,1
thing,0,0
think,2,1
third,4,1
thirdparti,1,1
thoma,3,1
thorium,4,1
though,2,1
thousand,1,1
threat,5,1
threaten,5,1
three,5,1
threequart,2,1
thrive,1,1
throughout,0,0
thus,5,1
tian,2,1
tick,0,0
tidal,18,1
tide,1,1
tie,0,0
tilbrook,1,1
tilework,1,1
tim,1,1
time,35,1
timekeep,1,1
timelin,1,1
timescal,1,1
timmerman,1,1
timothi,2,1
timper,1,1
timperley,1,1
tipspe,1,1
titl,2,1
titlenpr,0,0
tiwari,1,1
tobi,1,1
tobia,1,1
today,7,1
togeth,1,1
toggl,0,0
toilet,0,0
tokyo,0,0
tolbert,1,1
told,0,0
toler,1,1
tom,1,1
tomoaki,1,1
tomorrow,1,1
ton,0,0
tongtong,1,1
tool,1,1
top,6,1
topdown,0,0
topic,8,1
tosun,1,1
total,15,1
tourism,1,1
toussaintstrauss,1,1
toward,8,1
tower,5,1
town,0,0
trace,2,1
track,2,1
tracker,3,1
trade,8,1
tradeoff,1,1
tradit,8,1
tragedi,1,1
trakimavicius,1,1
tram,1,1
transboundari,0,0
transcript,0,0
transfer,4,1
transform,2,1
transit,43,1
transmiss,1,1
transmitt,1,1
transport,26,1
trap,1,1
travel,1,1
treasur,0,0
treat,0,0
treatment,5,1
tree,2,1
trend,10,1
tri,2,1
triboelectr,1,1
trick,1,1
tricycl,1,1
trigger,0,0
trillion,10,1
tripl,2,1
tropic,2,1
trough,1,1
true,0,0
truli,0,0
trump,1,1
trust,1,1
truthout,1,1
tsuneo,1,1
tube,1,1
tubiello,1,1
tuki,1,1
tunnel,1,1
turbin,19,1
turkey,3,1
turkmenistan,0,0
turn,3,1
tuvalu,1,1
twentyfirst,0,0
twesh,1,1
twh,3,1
twhyear,1,1
twhyr,2,1
twice,1,1
twike,1,1
two,6,1
twothird,0,0
twp,1,1
twyr,1,1
type,8,1
typic,3,1
tyranni,0,0
tzezhang,1,1
uae,2,1
uit,1,1
ukrain,2,1
ula,1,1
ultim,0,0
unafford,1,1
uncomfort,1,1
uncompetit,1,1
unconvent,1,1
und,1,1
undercut,1,1
underdevelop,0,0
underground,1,1
underneath,1,1
understand,1,1
understood,1,1
undertaken,1,1
underw,1,1
uneas,0,0
unesco,1,1
unfair,1,1
unfit,1,1
unicef,0,0
uninhabit,1,1
union,8,1
unit,33,1
univers,3,1
unless,0,0
unlik,2,1
unlimit,1,1
unpreced,1,1
unpredict,0,0
unregul,1,1
unrest,1,1
unscear,1,1
unsustain,2,1
unusu,1,1
updat,8,1
updraft,2,1
upgrad,1,1
upon,2,1
upward,1,1
uranium,8,1
urban,6,1
urgent,1,1
url,1,1
urmila,1,1
ursava,1,1
ursula,1,1
usabl,1,1
usag,3,1
usd,19,1
use,102,1
user,1,1
usual,6,1
us¢kwh,2,1
utah,2,1
util,2,1
utilityscal,6,1
utsunomiya,1,1
uulu,1,1
uzbekistan,0,0
vacuum,1,1
vadim,1,1
vakilifard,1,1
vakulchuk,3,1
valenta,1,1
valeria,1,1
vali,1,1
valley,2,1
valu,9,1
valuabl,1,1
van,8,1
vanessa,1,1
vapor,2,1
vari,4,1
variabl,8,1
varianc,1,1
variat,1,1
varieti,3,1
various,4,1
vasquez,0,0
vasquezth,0,0
vast,1,1
vault,1,1
vawt,1,1
vectorborn,0,0
veenstra,1,1
vega,0,0
veget,3,1
vehicl,17,1
velomobil,1,1
ventil,3,1
vercoulen,1,1
verglüht,1,1
verifi,1,1
version,1,1
vertic,1,1
verticalaxi,1,1
vessel,1,1
vest,1,1
vesta,1,1
via,3,1
viabl,3,1
vibrat,1,1
vicious,1,1
victim,0,0
video,1,1
vietnam,3,1
view,2,1
viewpoint,2,1
vigliarolo,1,1
villain,0,0
vincenzo,2,1
vinichenko,1,1
vinual,1,1
violat,1,1
violent,0,0
virtual,1,1
virtuous,2,1
visibl,1,1
vision,0,0
vital,2,1
vladislav,1,1
vol,1,1
volatil,0,0
volcan,1,1
volum,2,1
von,4,1
vox,2,1
vprnet,1,1
vre,1,1
vulgari,1,1
vulner,5,1
wackerl,1,1
wade,1,1
wagner,1,1
wait,0,0
walk,1,1
wall,2,1
walter,1,1
wambach,1,1
wan,1,1
wang,5,1
wanjala,1,1
want,1,1
war,1,1
warak,1,1
warm,1,1
warmer,0,0
warn,0,0
warren,1,1
wartsilacom,1,1
wash,0,0
washington,4,1
wasielewski,1,1
waskow,1,1
wast,13,1
wastetoenergi,3,1
wastewat,3,1
watch,2,1
water,65,1
watercraft,1,1
waterdepend,0,0
waterintens,0,0
waterpoint,0,0
waterrel,0,0
watersensit,1,1
waterway,0,0
watson,1,1
wave,11,1
way,7,1
wayback,9,1
wced,1,1
wcts,0,0
weak,1,1
weaken,1,1
wealthi,1,1
weather,8,1
webarch,1,1
weber,2,1
websit,2,1
weck,1,1
week,1,1
wei,3,1
weidong,1,1
weinberg,1,1
weinheim,1,1
weiss,1,1
well,9,1
wene,1,1
went,2,1
wenyu,1,1
wenzhuo,1,1
werf,1,1
werner,3,1
westphal,2,1
wetland,1,1
weve,0,0
whatev,1,1
wheat,2,1
wheel,1,1
whereupon,1,1
whether,1,1
white,1,1
whole,0,0
wiatrosmotyka,1,1
wide,10,1
wider,1,1
widespread,2,1
width,0,0
widén,2,1
wietschel,1,1
wiki,1,1
wikibook,1,1
wikidata,3,1
wikipedia,6,1
wikiproject,1,1
wikiquot,1,1
wikisourc,1,1
wikivers,1,1
wiktionari,1,1
wild,1,1
wilder,2,1
wildfir,1,1
wildlif,1,1
wildlifefriend,1,1
wileyvch,1,1
wilkinson,1,1
will,16,1
william,2,1
wiltshir,1,1
wind,154,1
windbelt,1,1
windcatch,1,1
windey,1,1
windfarm,1,1
windgener,1,1
windmil,8,1
windpow,1,1
windpump,2,1
wine,0,0
winner,1,1
winni,1,1
wire,4,1
wireeer,1,1
withdraw,0,0
within,6,1
without,4,1
witkowskadabrowska,1,1
wolfgang,1,1
wont,1,1
wood,8,1
woodbas,1,1
woodfir,1,1
woodi,1,1
work,7,1
workforc,2,1
world,64,1
worldwid,12,1
worri,0,0
wors,0,0
worsen,0,0
worst,0,0
worstcas,0,0
worth,0,0
would,9,1
wouldnt,0,0
wouter,1,1
write,1,1
wrote,1,1
wsi,0,0
wsis,0,0
wwf,2,1
wwwciagov,1,1
wwwepagov,1,1
wwweuractivcom,1,1
wwwhydropowerorg,1,1
wwwieaorg,1,1
wwwieashcorg,1,1
wwwirenaorg,3,1
wwwlazardcom,1,1
wwwnewsinenglishno,1,1
wwwrennet,2,1
wwwswissrecom,1,1
wwwucsusaorg,1,1
xchang,1,1
xia,1,1
xianfa,1,1
xime,1,1
xinyu,1,1
yale,3,1
yall,0,0
yam,1,1
yamazaki,1,1
yan,1,1
yang,5,1
yangtz,2,1
yao,1,1
yaohua,1,1
yard,1,1
yaw,1,1
year,35,1
yearround,0,0
yemen,1,1
yet,2,1
yew,1,1
yield,2,1
yiqin,1,1
yoon,1,1
york,6,1
young,0,0
your,0,0
youv,0,0
yuji,1,1
yunqi,1,1
yücel,1,1
zaehl,1,1
zalk,1,1
zanoni,0,0
zaręba,1,1
zealand,3,1
zentner,1,1
zero,8,1
zeroenergi,1,1
zeropoint,1,1
zhang,4,1
zhangcai,1,1
zhaohua,1,1
zhen,1,1
zhenbang,1,1
zhong,1,1
zhou,2,1
zhu,1,1
zhuang,1,1
zinc,1,1
zou,1,1
āsīā,1,1
āsīāb,1,1
świdyńska,1,1
–in,1,1
–stat,1,1
“as,0,0
“high,0,0
“moder,0,0
“sever,0,0
