term,frequency,present
summit,0,0
sun,0,0
sundaram,0,0
sundial,0,0
sunflow,0,0
sunlight,0,0
sunris,0,0
sunshin,0,0
super,0,0
superpow,0,0
suppli,10,1
supplier,0,0
support,2,1
suppos,0,0
sure,1,1
surfac,4,1
surg,0,0
suri,0,0
surpass,1,1
surplus,0,0
surround,1,1
survey,0,0
surviv,0,0
susskind,0,0
sustain,1,1
susten,0,0
suzlon,0,0
suzuki,0,0
sven,0,0
swanson,0,0
swartz,0,0
sweden,0,0
sweet,0,0
swell,0,0
swiss,0,0
switch,0,0
switchgrass,0,0
switzerland,0,0
sydney,0,0
symmetri,0,0
synonym,0,0
syrian,0,0
system,3,1
systemat,0,0
syväjärvi,0,0
sámi,0,0
são,0,0
séférian,0,0
sönke,0,0
sören,0,0
tabibian,0,0
tabl,1,1
tackl,0,0
tactic,0,0
tai,0,0
taikan,0,0
taiwan,0,0
tajikistan,0,0
take,2,1
taken,0,0
takeov,2,1
talatan,0,0
talbot,0,0
talgat,0,0
talk,2,1
tallow,0,0
tam,0,0
tan,0,0
tang,0,0
tank,0,0
tao,0,0
tap,0,0
target,0,0
tariff,0,0
taryn,0,0
tata,0,0
tate,0,0
tatiana,0,0
tax,1,1
taylor,0,0
teacher,0,0
team,0,0
tech,0,0
technic,0,0
techniqu,0,0
technoeconom,0,0
technolog,0,0
technologynetworkscom,0,0
techxplorecom,0,0
tecton,0,0
teeth,0,0
tell,0,0
temperatur,1,1
templat,0,0
ten,0,0
tend,0,0
tension,0,0
terawatt,0,0
terawatthour,0,0
teresa,0,0
term,0,0
terrawatthour,0,0
terrestri,0,0
terri,0,0
territori,0,0
tesk,0,0
texa,15,1
texana,1,1
text,0,0
textbook,0,0
thailand,0,0
thame,0,0
thank,0,0
thano,0,0
that,1,1
theme,0,0
theoret,0,0
theori,0,0
theoriz,0,0
there,0,0
therebi,0,0
therefor,0,0
therel,1,1
thereof,0,0
thermal,0,0
thermodynam,0,0
thermoelectr,0,0
thermoradi,0,0
theyd,0,0
theyll,0,0
theyr,2,1
thian,0,0
thij,0,0
thing,2,1
think,1,1
third,0,0
thirdparti,0,0
thoma,0,0
thorium,0,0
though,1,1
thousand,0,0
threat,0,0
threaten,1,1
three,1,1
threequart,0,0
thrive,0,0
throughout,0,0
thus,0,0
tian,0,0
tick,1,1
tidal,0,0
tide,0,0
tie,0,0
tilbrook,0,0
tilework,0,0
tim,0,0
time,1,1
timekeep,0,0
timelin,0,0
timescal,0,0
timmerman,0,0
timothi,0,0
timper,0,0
timperley,0,0
tipspe,0,0
titl,0,0
titlenpr,1,1
tiwari,0,0
tobi,0,0
tobia,0,0
today,0,0
togeth,0,0
toggl,4,1
toilet,0,0
tokyo,0,0
tolbert,0,0
told,1,1
toler,0,0
tom,0,0
tomoaki,0,0
tomorrow,0,0
ton,0,0
tongtong,0,0
tool,0,0
top,1,1
topdown,1,1
topic,0,0
tosun,0,0
total,0,0
tourism,0,0
toussaintstrauss,0,0
toward,0,0
tower,0,0
town,0,0
trace,0,0
track,0,0
tracker,0,0
trade,0,0
tradeoff,0,0
tradit,0,0
tragedi,0,0
trakimavicius,0,0
tram,0,0
transboundari,0,0
transcript,2,1
transfer,0,0
transform,0,0
transit,0,0
transmiss,0,0
transmitt,0,0
transport,0,0
trap,0,0
travel,0,0
treasur,0,0
treat,0,0
treatment,0,0
tree,0,0
trend,0,0
tri,1,1
triboelectr,0,0
trick,0,0
tricycl,0,0
trigger,0,0
trillion,0,0
tripl,0,0
tropic,0,0
trough,0,0
true,0,0
truli,0,0
trump,0,0
trust,0,0
truthout,0,0
tsuneo,0,0
tube,0,0
tubiello,0,0
tuki,0,0
tunnel,0,0
turbin,0,0
turkey,0,0
turkmenistan,0,0
turn,2,1
tuvalu,0,0
twentyfirst,0,0
twesh,0,0
twh,0,0
twhyear,0,0
twhyr,0,0
twice,0,0
twike,0,0
two,1,1
twothird,0,0
twp,0,0
twyr,0,0
type,0,0
typic,0,0
tyranni,0,0
tzezhang,0,0
uae,0,0
uit,0,0
ukrain,0,0
ula,0,0
ultim,1,1
unafford,0,0
uncomfort,0,0
uncompetit,0,0
unconvent,0,0
und,0,0
undercut,0,0
underdevelop,0,0
underground,0,0
underneath,0,0
understand,0,0
understood,0,0
undertaken,0,0
underw,0,0
uneas,1,1
unesco,0,0
unfair,0,0
unfit,0,0
unicef,0,0
uninhabit,0,0
union,0,0
unit,0,0
univers,1,1
unless,0,0
unlik,0,0
unlimit,0,0
unpreced,1,1
unpredict,0,0
unregul,0,0
unrest,0,0
unscear,0,0
unsustain,0,0
unusu,0,0
updat,0,0
updraft,0,0
upgrad,0,0
upon,0,0
upward,0,0
uranium,0,0
urban,0,0
urgent,0,0
url,0,0
urmila,0,0
ursava,0,0
ursula,0,0
usabl,0,0
usag,0,0
usd,0,0
use,7,1
user,1,1
usual,0,0
us¢kwh,0,0
utah,0,0
util,0,0
utilityscal,0,0
utsunomiya,0,0
uulu,0,0
uzbekistan,0,0
vacuum,0,0
vadim,0,0
vakilifard,0,0
vakulchuk,0,0
valenta,0,0
valeria,0,0
vali,0,0
valley,0,0
valu,0,0
valuabl,0,0
van,0,0
vanessa,0,0
vapor,0,0
vari,0,0
variabl,0,0
varianc,0,0
variat,0,0
varieti,0,0
various,0,0
vasquez,1,1
vasquezth,4,1
vast,0,0
vault,0,0
vawt,0,0
vectorborn,0,0
veenstra,0,0
vega,1,1
veget,0,0
vehicl,0,0
velomobil,0,0
ventil,0,0
vercoulen,0,0
verglüht,0,0
verifi,0,0
version,0,0
vertic,0,0
verticalaxi,0,0
vessel,0,0
vest,0,0
vesta,0,0
via,0,0
viabl,0,0
vibrat,0,0
vicious,0,0
victim,2,1
video,0,0
vietnam,0,0
view,2,1
viewpoint,0,0
vigliarolo,0,0
villain,0,0
vincenzo,0,0
vinichenko,0,0
vinual,0,0
violat,0,0
violent,0,0
virtual,0,0
virtuous,0,0
visibl,0,0
vision,0,0
vital,0,0
vladislav,0,0
vol,0,0
volatil,0,0
volcan,0,0
volum,0,0
von,0,0
vox,0,0
vprnet,0,0
vre,0,0
vulgari,0,0
vulner,0,0
wackerl,0,0
wade,0,0
wagner,0,0
wait,0,0
walk,0,0
wall,0,0
walter,0,0
wambach,0,0
wan,0,0
wang,0,0
wanjala,0,0
want,1,1
war,0,0
warak,0,0
warm,0,0
warmer,0,0
warn,0,0
warren,0,0
wartsilacom,0,0
wash,1,1
washington,0,0
wasielewski,0,0
waskow,0,0
wast,0,0
wastetoenergi,0,0
wastewat,1,1
watch,1,1
water,45,1
watercraft,0,0
waterdepend,0,0
waterintens,0,0
waterpoint,0,0
waterrel,0,0
watersensit,0,0
waterway,0,0
watson,0,0
wave,0,0
way,0,0
wayback,0,0
wced,0,0
wcts,0,0
weak,0,0
weaken,0,0
wealthi,0,0
weather,1,1
webarch,0,0
weber,0,0
websit,0,0
weck,0,0
week,0,0
wei,0,0
weidong,0,0
weinberg,0,0
weinheim,0,0
weiss,0,0
well,1,1
wene,0,0
went,0,0
wenyu,0,0
wenzhuo,0,0
werf,0,0
werner,0,0
westphal,0,0
wetland,0,0
weve,1,1
whatev,0,0
wheat,0,0
wheel,0,0
whereupon,0,0
whether,0,0
white,0,0
whole,1,1
wiatrosmotyka,0,0
wide,0,0
wider,0,0
widespread,0,0
width,1,1
widén,0,0
wietschel,0,0
wiki,0,0
wikibook,0,0
wikidata,0,0
wikipedia,0,0
wikiproject,0,0
wikiquot,0,0
wikisourc,0,0
wikivers,0,0
wiktionari,0,0
wild,0,0
wilder,0,0
wildfir,0,0
wildlif,0,0
wildlifefriend,0,0
wileyvch,0,0
wilkinson,0,0
will,1,1
william,0,0
wiltshir,0,0
wind,0,0
windbelt,0,0
windcatch,0,0
windey,0,0
windfarm,0,0
windgener,0,0
windmil,0,0
windpow,0,0
windpump,0,0
wine,0,0
winner,0,0
winni,0,0
wire,0,0
wireeer,0,0
withdraw,0,0
within,0,0
without,0,0
witkowskadabrowska,0,0
wolfgang,0,0
wont,0,0
wood,0,0
woodbas,0,0
woodfir,0,0
woodi,0,0
work,2,1
workforc,0,0
world,1,1
worldwid,0,0
worri,2,1
wors,2,1
worsen,4,1
worst,0,0
worstcas,1,1
worth,0,0
would,3,1
wouldnt,0,0
wouter,0,0
write,0,0
wrote,0,0
wsi,0,0
wsis,0,0
wwf,0,0
wwwciagov,0,0
wwwepagov,0,0
wwweuractivcom,0,0
wwwhydropowerorg,0,0
wwwieaorg,0,0
wwwieashcorg,0,0
wwwirenaorg,0,0
wwwlazardcom,0,0
wwwnewsinenglishno,0,0
wwwrennet,0,0
wwwswissrecom,0,0
wwwucsusaorg,0,0
xchang,0,0
xia,0,0
xianfa,0,0
xime,0,0
xinyu,0,0
yale,0,0
yall,1,1
yam,0,0
yamazaki,0,0
yan,0,0
yang,0,0
yangtz,0,0
yao,0,0
yaohua,0,0
yard,0,0
yaw,0,0
year,14,1
yearround,0,0
yemen,0,0
yet,0,0
yew,0,0
yield,0,0
yiqin,0,0
yoon,0,0
york,0,0
young,0,0
your,2,1
youv,1,1
yuji,0,0
yunqi,0,0
yücel,0,0
zaehl,0,0
zalk,0,0
zanoni,8,1
zaręba,0,0
zealand,0,0
zentner,0,0
zero,0,0
zeroenergi,0,0
zeropoint,0,0
zhang,0,0
zhangcai,0,0
zhaohua,0,0
zhen,0,0
zhenbang,0,0
zhong,0,0
zhou,0,0
zhu,0,0
zhuang,0,0
zinc,0,0
zou,0,0
āsīā,0,0
āsīāb,0,0
świdyńska,0,0
–in,0,0
–stat,0,0
“as,0,0
“high,0,0
“moder,0,0
“sever,0,0
